Labels,Text,Text_Tag
2,Says Cory Gardner championed an eight-year crusade to outlaw birth control here in Colorado.,"abortion,congress,sexuality"
5,There are actually only 30 countries that practice birthright citizenship.,immigration
1,"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done.""",candidates-biography
0,Says the Koch brothers funded the fight to let flood insurance premiums soar ... Now theyre spending millions to buy a Senate seat for Bill Cassidy so he can fight for them.,"campaign-finance,corrections-and-updates,weather"
1,Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed watered-down HIV/AIDSdrugs to patients in sub-Saharan Africa.,"consumer-safety,corrections-and-updates,public-health"
1,A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.,criminal-justice
0,We have billions in surplus.,state-budget
0,Says Hillary Clintons plan would tax many small businesses by almost 50 percent.,"economy,small-business,taxes,wealth"
3,"While the United States has seen its unemployment rate steadily decline, New Jerseys remains nearly two percent higher than the national average and more than a point higher than Connecticut and New York.",jobs
3,"In 31 states, decent child care costs more than college tuition.","children,education,families"
1,We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.,"energy,nuclear"
0,"Says someone earning $50,000 a year will fare better under his 9-9-9 plan than under the current tax system.",taxes
1,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.","health-care,taxes"
1,On drilling off the Atlantic coast,energy
3,Says Democratic U.S. Senate candidate Tammy Baldwin ranks as the most liberal member of the House.,"candidates-biography,voting-record"
0,Says Ted Cruz supports legalizing people who are in this country illegally.,immigration
1,Says our economy in New Jersey gets $38 billion from the businesses at the Shore.,tourism
0,"There are at least three sectors of the border, one in particular, that are just completely insecure.","homeland-security,immigration"
3,"We have at least 200,000 to 300,000 hate crimes in a given year.","crime,criminal-justice,diversity"
1,Says your Legislative Assembly was within one vote of enacting each of those bills into Oregon law.,guns
0,Says critics called the original GI Bill welfare.,"history,pundits,veterans"
5,The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,"income,taxes"
1,Milwaukee has the second-highest number of children recovered from sex trafficking.,"children,crime,criminal-justice,sexuality"
1,What they will do is socialized medicine.,health-care
4,I didn't endorse the federal stimulus bill.,"economy,stimulus,taxes"
2,Says Wisconsin Gov. Scott Walker doesnt make his calendar public -- hes on our dime and we dont know where he is.,transparency
4,The stimulus has not created one private sector job.,"economy,stimulus"
2,What is the maximum number of students allowed in your classroom? ... 30 or more!,"children,education,florida-amendments"
3,Says the Central Ohio Human Trafficking Task Force is the first task force of its kind in Central Ohio,crime
5,A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.,obama-birth-certificate
5,"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.",pop-culture
1,"Americans ""have never paid more for gas at the pump.""",energy
4,Virginia papers called (Scott) Rigells campaign Mostly False.,message-machine-2012
2,Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.,"congress,voting-record"
1,"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president.",elections
5,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,"census,redistricting"
5,"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.",guns
4,Says Wisconsin Gov. Scott Walker eliminated cancer screenings for uninsured women and offered no alternatives.,"corrections-and-updates,health-care,women"
4,"Says in regard to providing more tax cuts for the rich, Bill Pascrell said, Republicans had great ideas. I liked some of their ideas.","elections,message-machine-2012,taxes"
3,"John McCain ""voted against the Bush tax cuts, both times.""",taxes
3,"The average student debt coming out of the University of Wisconsin-Madison is something like 28,000 dollars.",education
2,Due to a flaw in the 1995 Outer Continental Shelf Deep Water Royalty Relief Act numerous oil companies are now drilling in the Gulf of Mexico in federal lands and paying no royalties to the federal government.,"energy,federal-budget,gas-prices,government-efficiency"
2,Says Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions of jobs.,"candidates-biography,jobs,trade"
5,Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,"abortion,congress"
4,Says Los Angeles Clippers owner Donald Sterling is a Democrat.,pundits
3,FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter,"government-efficiency,public-service,state-budget,workers"
2,"Obama's wife said her goal in life was to put the black community ""first and foremost.""",candidates-biography
3,Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.,"ebola,federal-budget,public-health"
0,"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, didnt pay taxes","income,taxes"
3,"New school testing standards will consume approximately twenty days of testing for elementary, middle and high school students.",education
0,"Obama voted for ""tax subsidies and giveways"" that have slowed oil companies from pursuing clean energy sources.",energy
2,Says Katie McGintyactually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything.,"environment,trade"
1,Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English.,"immigration,transportation"
